transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,merchant_category,customer_account_age_days,is_new_device,ip_risk_score,location,distance_from_usual_location,failed_attempts_last_24h,transactions_last_1h,transactions_last_24h,avg_transaction_amount,transaction_amount_deviation,previous_chargebacks,previous_fraud_flags,merchant_risk_score,account_velocity,hour_of_day,day_of_week,label
TXN-0022519,274,161,402.08,2025-08-23 13:30:00,CARD,Grocery,1033,0,0.0177,Mumbai,1.87,0,3,6,3083.68,0.13,0,0,0.2414,0.5,13,5,0
TXN-0022520,1348,259,1492.33,2025-08-23 13:45:00,CARD,Gaming,909,0,0.4875,Pune,3.54,0,0,5,1862.88,0.801,0,0,0.3645,0.0,13,5,0
TXN-0022521,3584,189,180.83,2025-08-23 14:00:00,UPI,Electronics,487,0,0.2141,Pune,12.38,1,3,10,3968.7,0.046,0,0,0.168,0.3,14,5,0
TXN-0022522,2804,238,1932.41,2025-08-23 14:15:00,UPI,Electronics,163,0,0.3732,Pune,5.76,0,1,8,563.79,3.428,0,0,0.0309,0.125,14,5,0
TXN-0022523,3544,327,870.06,2025-08-23 14:30:00,UPI,Electronics,725,0,0.1679,Hyderabad,4.67,1,1,8,3019.6,0.288,0,0,0.1335,0.125,14,5,0
TXN-0022524,4393,326,3177.15,2025-08-23 14:45:00,CARD,Fashion,1839,1,0.2343,Hyderabad,5.1,0,4,8,1782.73,1.782,0,0,0.3528,0.5,14,5,0
TXN-0022525,2341,238,1440.97,2025-08-23 15:00:00,UPI,Fashion,2307,0,0.0066,Bengaluru,9.82,0,2,9,6225.15,0.231,0,1,0.3782,0.2222,15,5,0
TXN-0022526,2719,238,1584.39,2025-08-23 15:15:00,CARD,Electronics,509,0,0.0815,Chennai,21.79,0,2,9,1769.62,0.895,0,0,0.1886,0.2222,15,5,0
TXN-0022527,292,245,1896.43,2025-08-23 15:30:00,CARD,Fashion,1010,0,0.1065,Mumbai,0.31,0,2,6,1647.04,1.151,0,0,0.0842,0.3333,15,5,0
TXN-0022528,1435,205,976.61,2025-08-23 15:45:00,CARD,Grocery,591,0,0.1156,Pune,8.14,0,0,2,2696.44,0.362,0,1,0.0571,0.0,15,5,0
TXN-0022529,3622,62,1021.46,2025-08-23 16:00:00,UPI,Electronics,2145,0,0.1292,Delhi,13.04,2,0,5,1163.97,0.878,1,0,0.0954,0.0,16,5,0
TXN-0022530,310,186,1021.9,2025-08-23 16:15:00,CARD,Fashion,868,0,0.1138,Pune,25.0,0,3,8,2704.04,0.378,0,1,0.0376,0.375,16,5,0
TXN-0022531,1797,358,1588.23,2025-08-23 16:30:00,UPI,Electronics,297,0,0.0796,Bengaluru,3.65,0,3,12,5442.17,0.292,0,0,0.1675,0.25,16,5,0
TXN-0022532,684,489,1031.31,2025-08-23 16:45:00,UPI,Electronics,2055,0,0.1739,Bengaluru,3.19,0,2,7,820.33,1.257,0,0,0.1327,0.2857,16,5,0
TXN-0022533,4287,407,2824.26,2025-08-23 17:00:00,UPI,Fashion,398,0,0.1597,Mumbai,0.04,0,3,7,1841.55,1.534,1,1,0.3679,0.4286,17,5,1
TXN-0022534,2807,431,306.68,2025-08-23 17:15:00,UPI,Electronics,2152,1,0.2858,Pune,8.14,0,1,6,4104.72,0.075,0,0,0.3269,0.1667,17,5,0
TXN-0022535,3223,392,401.98,2025-08-23 17:30:00,UPI,Gaming,1352,0,0.1244,Pune,1.22,0,2,6,2255.98,0.178,0,0,0.256,0.3333,17,5,0
TXN-0022536,3419,252,11897.97,2025-08-23 17:45:00,CARD,Healthcare,1379,0,0.0128,Mumbai,5.59,0,1,9,559.25,21.275,0,0,0.205,0.1111,17,5,1
TXN-0022537,1122,342,1166.08,2025-08-23 18:00:00,UPI,Fashion,1189,0,0.2397,Pune,11.68,0,1,4,1619.52,0.72,0,1,0.3246,0.25,18,5,0
TXN-0022538,249,419,652.52,2025-08-23 18:15:00,UPI,Grocery,2314,0,0.1411,Hyderabad,14.56,0,1,4,823.11,0.793,0,0,0.1159,0.25,18,5,0
TXN-0022539,1989,112,1754.69,2025-08-23 18:30:00,UPI,Grocery,462,0,0.3277,Chennai,5.42,1,1,9,3781.89,0.464,1,0,0.3207,0.1111,18,5,0
TXN-0022540,928,75,3876.31,2025-08-23 18:45:00,UPI,Grocery,1070,0,0.1127,Bengaluru,3.65,0,2,4,4881.19,0.794,1,0,0.1739,0.5,18,5,0
TXN-0022541,1610,134,3417.15,2025-08-23 19:00:00,CARD,Grocery,161,0,0.2818,Bengaluru,7.97,0,0,3,1832.95,1.864,0,0,0.527,0.0,19,5,0
TXN-0022542,1596,265,851.79,2025-08-23 19:15:00,NETBANKING,Gaming,1514,0,0.0376,Pune,4.03,0,3,8,2226.49,0.383,1,0,0.3864,0.375,19,5,0
TXN-0022543,3911,394,1078.01,2025-08-23 19:30:00,UPI,Fashion,1590,0,0.3041,Mumbai,12.01,0,3,7,1421.74,0.758,1,0,0.5372,0.4286,19,5,0
TXN-0022544,1599,226,1289.24,2025-08-23 19:45:00,CARD,Electronics,2323,0,0.1433,Bengaluru,12.91,1,1,4,1016.78,1.268,1,0,0.1141,0.25,19,5,0
TXN-0022545,757,492,2457.56,2025-08-23 20:00:00,UPI,Fashion,1641,0,0.2786,Bengaluru,13.7,0,1,4,1729.07,1.421,0,0,0.5125,0.25,20,5,0
TXN-0022546,4793,163,1883.75,2025-08-23 20:15:00,CARD,Fashion,1305,0,0.2638,Chennai,11.37,0,1,7,1109.61,1.698,1,0,0.1539,0.1429,20,5,0
TXN-0022547,246,231,719.48,2025-08-23 20:30:00,UPI,Gaming,1715,0,0.0413,Hyderabad,17.73,0,3,7,805.7,0.893,0,0,0.2708,0.4286,20,5,0
TXN-0022548,1019,460,1081.41,2025-08-23 20:45:00,UPI,Electronics,1155,0,0.023,Bengaluru,12.43,0,4,8,659.5,1.64,0,0,0.0585,0.5,20,5,0
TXN-0022549,1737,86,1380.55,2025-08-23 21:00:00,WALLET,Grocery,2374,0,0.1722,Mumbai,11.21,1,0,4,1426.64,0.968,0,0,0.1022,0.0,21,5,0
TXN-0022550,313,417,7923.49,2025-08-23 21:15:00,UPI,Healthcare,77,0,0.0057,Delhi,2.49,1,1,7,1609.37,4.923,0,0,0.1598,0.1429,21,5,0
TXN-0022551,4498,76,1507.46,2025-08-23 21:30:00,UPI,Grocery,891,0,0.2568,Mumbai,6.14,1,1,9,6460.72,0.233,0,0,0.0995,0.1111,21,5,0
TXN-0022552,1766,454,49229.62,2025-08-23 21:45:00,CARD,Healthcare,2201,0,0.2216,Chennai,5.14,0,0,7,1148.12,42.878,0,0,0.187,0.0,21,5,1
TXN-0022553,3912,162,1375.16,2025-08-23 22:00:00,UPI,Healthcare,1658,0,0.1064,Hyderabad,4.17,1,1,5,1659.7,0.829,0,0,0.2108,0.2,22,5,0
TXN-0022554,673,318,334.42,2025-08-23 22:15:00,CARD,Electronics,476,0,0.0958,Pune,11.05,0,4,9,3284.21,0.102,0,1,0.3703,0.4444,22,5,0
TXN-0022555,2609,356,2557.43,2025-08-23 22:30:00,UPI,Fashion,1843,0,0.1898,Mumbai,3.01,0,2,10,1245.53,2.053,1,1,0.0861,0.2,22,5,1
TXN-0022556,633,189,5129.38,2025-08-23 22:45:00,CARD,Fashion,1145,0,0.1432,Hyderabad,8.3,0,2,8,2243.84,2.286,0,0,0.3178,0.25,22,5,0
TXN-0022557,1159,276,2894.69,2025-08-23 23:00:00,CARD,Electronics,1530,0,0.0699,Bengaluru,6.07,0,0,2,2205.67,1.312,0,0,0.0554,0.0,23,5,0
TXN-0022558,2038,379,2191.24,2025-08-23 23:15:00,CARD,Healthcare,1986,0,0.2004,Mumbai,4.03,0,2,7,881.9,2.485,0,0,0.1478,0.2857,23,5,0
TXN-0022559,4314,438,1231.33,2025-08-23 23:30:00,UPI,Electronics,1871,0,0.0325,Bengaluru,13.89,0,1,5,3500.56,0.352,0,0,0.3381,0.2,23,5,0
TXN-0022560,1532,55,1353.56,2025-08-23 23:45:00,UPI,Travel,1284,0,0.1857,Hyderabad,5.75,0,0,3,2131.03,0.635,0,0,0.3595,0.0,23,5,0
TXN-0022561,3774,248,175.58,2025-08-24 00:00:00,CARD,Grocery,1988,0,0.2356,Hyderabad,2.28,0,1,6,1547.56,0.113,0,0,0.0867,0.1667,0,6,0
TXN-0022562,459,427,4249.66,2025-08-24 00:15:00,WALLET,Travel,1953,0,0.0956,Chennai,16.51,0,1,9,2336.04,1.819,1,0,0.4064,0.1111,0,6,0
TXN-0022563,1258,278,1231.99,2025-08-24 00:30:00,CARD,Healthcare,1336,0,0.2762,Pune,2.86,0,0,2,2236.82,0.551,0,0,0.4128,0.0,0,6,0
TXN-0022564,3022,15,5664.2,2025-08-24 00:45:00,CARD,Healthcare,2092,0,0.0528,Mumbai,2.27,0,0,7,2412.2,2.348,0,0,0.0475,0.0,0,6,0
TXN-0022565,2342,63,1056.73,2025-08-24 01:00:00,CARD,Electronics,1053,0,0.1618,Chennai,14.61,0,0,12,1703.37,0.62,0,0,0.1133,0.0,1,6,0
TXN-0022566,2509,410,1706.26,2025-08-24 01:15:00,UPI,Fashion,2138,0,0.117,Pune,0.35,0,1,9,2008.55,0.849,0,0,0.0089,0.1111,1,6,0
TXN-0022567,3392,212,6277.53,2025-08-24 01:30:00,UPI,Grocery,1909,0,0.1884,Delhi,18.47,0,0,8,3917.02,1.603,0,0,0.1071,0.0,1,6,0
TXN-0022568,386,352,6846.17,2025-08-24 01:45:00,UPI,Fashion,203,1,0.3747,Pune,14.25,0,3,6,857.7,7.982,0,0,0.2546,0.5,1,6,1
TXN-0022569,3478,447,4174.56,2025-08-24 02:00:00,CARD,Fashion,1129,0,0.2542,Hyderabad,4.33,1,2,7,6675.89,0.625,0,0,0.084,0.2857,2,6,0
TXN-0022570,4314,45,277.11,2025-08-24 02:15:00,NETBANKING,Electronics,520,0,0.0679,Pune,2.33,1,2,7,1408.74,0.197,0,1,0.1066,0.2857,2,6,1
TXN-0022571,3831,228,501.95,2025-08-24 02:30:00,CARD,Electronics,538,0,0.214,Pune,1.7,0,1,4,2257.25,0.222,1,0,0.351,0.25,2,6,0
TXN-0022572,1424,74,3628.84,2025-08-24 02:45:00,CARD,Electronics,2274,0,0.0465,Chennai,2.42,0,1,3,926.31,3.918,0,0,0.2452,0.3333,2,6,0
TXN-0022573,1755,422,895.26,2025-08-24 03:00:00,CARD,Grocery,2001,0,0.0847,Bengaluru,9.35,0,1,8,2197.93,0.407,1,0,0.5632,0.125,3,6,0
TXN-0022574,4807,227,1937.77,2025-08-24 03:15:00,UPI,Electronics,660,0,0.2628,Pune,11.47,1,4,9,1330.7,1.456,0,0,0.1818,0.4444,3,6,0
TXN-0022575,3950,439,2214.92,2025-08-24 03:30:00,CARD,Travel,1551,0,0.0786,Hyderabad,1.61,2,0,5,1891.01,1.171,0,0,0.064,0.0,3,6,0
TXN-0022576,4658,150,2325.56,2025-08-24 03:45:00,UPI,Electronics,1768,0,0.1531,Chennai,2.2,1,3,8,3151.56,0.738,0,0,0.0815,0.375,3,6,0
TXN-0022577,4568,73,626.28,2025-08-24 04:00:00,UPI,Gaming,401,0,0.0335,Chennai,4.55,0,2,5,1403.31,0.446,0,0,0.338,0.4,4,6,0
TXN-0022578,2171,434,5006.03,2025-08-24 04:15:00,UPI,Travel,1324,0,0.2388,Chennai,15.02,1,4,9,1804.09,2.775,0,0,0.0282,0.4444,4,6,0
TXN-0022579,648,307,1065.38,2025-08-24 04:30:00,UPI,Electronics,1636,0,0.3419,Bengaluru,0.92,0,3,8,1703.81,0.625,0,0,0.3013,0.375,4,6,0
TXN-0022580,1143,97,3246.73,2025-08-24 04:45:00,UPI,Healthcare,2342,0,0.0246,Mumbai,4.27,2,0,5,1686.19,1.925,0,0,0.2282,0.0,4,6,0
TXN-0022581,1471,348,1463.18,2025-08-24 05:00:00,CARD,Grocery,1176,0,0.2674,Mumbai,10.65,0,1,7,1784.0,0.82,0,0,0.0612,0.1429,5,6,0
TXN-0022582,4175,209,12288.22,2025-08-24 05:15:00,UPI,Healthcare,642,1,0.1947,Delhi,4.02,1,1,4,661.44,18.578,0,0,0.1764,0.25,5,6,0
TXN-0022583,1382,24,7662.12,2025-08-24 05:30:00,CARD,Travel,1246,0,0.1757,Chennai,5.03,0,2,4,3516.3,2.179,0,0,0.023,0.5,5,6,0
TXN-0022584,1807,131,15171.07,2025-08-24 05:45:00,UPI,Electronics,2016,0,0.3927,Hyderabad,5.35,1,1,7,3098.6,4.896,0,0,0.4415,0.1429,5,6,0
TXN-0022585,4257,376,9398.79,2025-08-24 06:00:00,UPI,Gaming,408,0,0.1119,Delhi,7.09,0,0,4,1646.18,5.709,0,1,0.0912,0.0,6,6,1
TXN-0022586,818,64,1573.8,2025-08-24 06:15:00,CARD,Grocery,1027,0,0.2036,Delhi,11.0,1,0,4,4010.32,0.392,0,0,0.3561,0.0,6,6,0
TXN-0022587,3319,169,1055.32,2025-08-24 06:30:00,WALLET,Electronics,278,0,0.1026,Delhi,9.64,0,1,2,2735.13,0.386,1,0,0.2041,0.5,6,6,0
TXN-0022588,2759,130,578.31,2025-08-24 06:45:00,UPI,Gaming,604,0,0.023,Chennai,3.96,0,1,8,2393.93,0.242,0,0,0.0252,0.125,6,6,0
TXN-0022589,4923,367,2349.06,2025-08-24 07:00:00,CARD,Grocery,234,0,0.1104,Pune,3.17,0,0,8,1371.94,1.712,0,0,0.2385,0.0,7,6,0
TXN-0022590,2448,430,1844.36,2025-08-24 07:15:00,UPI,Fashion,1229,0,0.1704,Hyderabad,2.42,0,0,6,1442.24,1.279,0,0,0.0794,0.0,7,6,0
TXN-0022591,2607,394,1724.21,2025-08-24 07:30:00,CARD,Grocery,1739,0,0.1623,Chennai,23.67,0,3,8,1140.38,1.512,0,1,0.156,0.375,7,6,0
TXN-0022592,4251,358,785.61,2025-08-24 07:45:00,UPI,Grocery,1354,0,0.3944,Delhi,4.8,0,1,9,1637.87,0.48,0,0,0.1715,0.1111,7,6,0
TXN-0022593,4959,45,2582.55,2025-08-24 08:00:00,UPI,Electronics,287,0,0.0626,Bengaluru,9.67,3,2,11,935.11,2.762,0,0,0.3225,0.1818,8,6,0
TXN-0022594,3647,458,1228.64,2025-08-24 08:15:00,CARD,Grocery,280,0,0.2751,Hyderabad,0.96,0,2,8,884.9,1.388,0,0,0.1781,0.25,8,6,0
TXN-0022595,3491,81,1110.99,2025-08-24 08:30:00,CARD,Electronics,1125,0,0.0126,Bengaluru,12.63,1,0,6,7365.14,0.151,0,0,0.2675,0.0,8,6,0
TXN-0022596,4381,203,2120.55,2025-08-24 08:45:00,CARD,Healthcare,484,0,0.1306,Chennai,1.95,1,0,3,2729.55,0.777,0,0,0.3074,0.0,8,6,0
TXN-0022597,4899,414,1665.15,2025-08-24 09:00:00,CARD,Electronics,381,0,0.1081,Hyderabad,8.32,0,2,4,3286.48,0.507,0,0,0.1255,0.5,9,6,0
TXN-0022598,3674,121,432.4,2025-08-24 09:15:00,WALLET,Electronics,2273,0,0.0381,Mumbai,4.0,1,0,5,5661.31,0.076,0,0,0.067,0.0,9,6,0
TXN-0022599,1462,109,818.79,2025-08-24 09:30:00,CARD,Grocery,928,0,0.1118,Delhi,0.56,2,0,9,909.84,0.9,0,0,0.1667,0.0,9,6,0
TXN-0022600,3211,14,3066.07,2025-08-24 09:45:00,UPI,Grocery,1665,0,0.2555,Hyderabad,2.07,0,1,8,1007.33,3.044,0,1,0.4359,0.125,9,6,0
TXN-0022601,1181,180,1716.1,2025-08-24 10:00:00,CARD,Travel,1095,0,0.1417,Pune,16.34,0,4,7,965.75,1.777,0,1,0.1655,0.5714,10,6,0
TXN-0022602,2501,248,258.01,2025-08-24 10:15:00,UPI,Fashion,1761,0,0.2254,Hyderabad,21.5,1,2,7,1637.09,0.158,0,0,0.0963,0.2857,10,6,0
TXN-0022603,2223,234,3620.41,2025-08-24 10:30:00,UPI,Electronics,853,0,0.1188,Mumbai,5.83,0,2,3,2591.52,1.397,0,0,0.3878,0.6667,10,6,0
TXN-0022604,4938,20,1713.17,2025-08-24 10:45:00,CARD,Healthcare,888,0,0.0739,Mumbai,15.29,0,2,8,1334.68,1.284,0,0,0.0746,0.25,10,6,0
TXN-0022605,2772,103,622.54,2025-08-24 11:00:00,CARD,Travel,2172,0,0.332,Hyderabad,9.53,0,0,4,1759.76,0.354,0,0,0.1011,0.0,11,6,0
TXN-0022606,4796,3,922.07,2025-08-24 11:15:00,UPI,Gaming,1351,0,0.1226,Chennai,6.09,0,2,5,2854.16,0.323,0,0,0.2736,0.4,11,6,0
TXN-0022607,4041,113,2123.38,2025-08-24 11:30:00,UPI,Travel,1904,0,0.1875,Mumbai,37.07,0,0,5,599.24,3.543,0,0,0.1373,0.0,11,6,0
TXN-0022608,4245,303,197.73,2025-08-24 11:45:00,UPI,Electronics,101,0,0.3782,Chennai,11.47,0,2,6,1332.65,0.148,0,0,0.0979,0.3333,11,6,0
TXN-0022609,847,5,2740.96,2025-08-24 12:00:00,CARD,Electronics,830,0,0.0449,Mumbai,24.44,0,2,5,600.09,4.568,0,0,0.1274,0.4,12,6,0
TXN-0022610,3877,83,4828.45,2025-08-24 12:15:00,NETBANKING,Grocery,362,0,0.569,Pune,49.26,0,0,7,994.42,4.856,0,0,0.1767,0.0,12,6,1
TXN-0022611,1258,273,4385.73,2025-08-24 12:30:00,UPI,Travel,95,1,0.1733,Delhi,9.07,0,1,4,3897.36,1.125,0,1,0.0163,0.25,12,6,0
TXN-0022612,2888,280,5708.94,2025-08-24 12:45:00,UPI,Grocery,2438,0,0.1255,Hyderabad,1.57,1,2,10,865.04,6.6,0,0,0.0364,0.2,12,6,1
TXN-0022613,2431,449,825.18,2025-08-24 13:00:00,CARD,Healthcare,2025,0,0.0661,Mumbai,35.11,0,1,5,420.29,1.963,0,1,0.1773,0.2,13,6,0
TXN-0022614,1299,287,5061.99,2025-08-24 13:15:00,UPI,Gaming,527,1,0.1804,Pune,0.99,0,1,9,1851.84,2.733,0,0,0.1387,0.1111,13,6,0
TXN-0022615,4925,463,2363.39,2025-08-24 13:30:00,UPI,Gaming,680,0,0.0868,Pune,0.18,0,0,5,2234.06,1.058,0,0,0.2761,0.0,13,6,0
TXN-0022616,4378,362,780.74,2025-08-24 13:45:00,WALLET,Electronics,1229,0,0.099,Mumbai,1.69,0,2,11,820.87,0.951,0,0,0.1797,0.1818,13,6,0
TXN-0022617,2872,276,2870.78,2025-08-24 14:00:00,UPI,Travel,753,0,0.3048,Mumbai,8.32,0,1,5,2961.96,0.969,0,0,0.1696,0.2,14,6,0
TXN-0022618,55,192,2784.87,2025-08-24 14:15:00,WALLET,Fashion,2326,0,0.2737,Hyderabad,9.08,0,0,7,1556.34,1.789,0,0,0.1667,0.0,14,6,0
TXN-0022619,917,56,8400.55,2025-08-24 14:30:00,UPI,Grocery,1206,0,0.0877,Delhi,6.28,2,2,8,2284.26,3.678,0,0,0.318,0.25,14,6,0
TXN-0022620,1138,353,5959.34,2025-08-24 14:45:00,UPI,Gaming,1635,0,0.1608,Bengaluru,16.44,0,0,6,797.26,7.475,0,0,0.1161,0.0,14,6,1
TXN-0022621,4860,470,902.32,2025-08-24 15:00:00,UPI,Fashion,1758,0,0.3743,Mumbai,7.68,0,2,7,863.86,1.045,0,0,0.0982,0.2857,15,6,0
TXN-0022622,2019,183,2530.61,2025-08-24 15:15:00,CARD,Travel,419,0,0.1226,Delhi,6.81,0,2,5,3271.01,0.774,0,1,0.1168,0.4,15,6,0
TXN-0022623,234,178,2503.64,2025-08-24 15:30:00,UPI,Grocery,1338,0,0.1197,Chennai,2.79,0,1,7,1166.83,2.146,0,0,0.0838,0.1429,15,6,0
TXN-0022624,2931,49,2314.26,2025-08-24 15:45:00,UPI,Grocery,1125,0,0.1173,Chennai,0.09,0,2,7,1123.09,2.061,0,0,0.1827,0.2857,15,6,0
TXN-0022625,4753,299,1327.03,2025-08-24 16:00:00,CARD,Grocery,1832,0,0.104,Delhi,3.55,0,1,9,1934.05,0.686,0,0,0.4417,0.1111,16,6,0
TXN-0022626,2805,155,10406.9,2025-08-24 16:15:00,UPI,Grocery,1159,0,0.4109,Mumbai,1.42,0,1,5,4435.13,2.346,0,0,0.3688,0.2,16,6,0
TXN-0022627,2221,6,965.29,2025-08-24 16:30:00,NETBANKING,Travel,148,0,0.079,Bengaluru,5.03,0,0,6,2470.19,0.391,0,0,0.2963,0.0,16,6,0
TXN-0022628,880,4,9527.41,2025-08-24 16:45:00,UPI,Electronics,1191,0,0.3792,Bengaluru,7.11,1,0,7,3074.7,3.099,0,1,0.0959,0.0,16,6,0
TXN-0022629,4394,168,433.0,2025-08-24 17:00:00,UPI,Electronics,2113,0,0.1293,Pune,0.16,0,2,7,3909.12,0.111,0,0,0.2578,0.2857,17,6,0
TXN-0022630,524,232,1229.2,2025-08-24 17:15:00,UPI,Fashion,2104,0,0.073,Bengaluru,20.19,0,2,9,541.41,2.27,0,1,0.3411,0.2222,17,6,0
TXN-0022631,4668,229,3866.53,2025-08-24 17:30:00,UPI,Electronics,616,0,0.0656,Delhi,9.77,0,1,5,1993.29,1.94,0,0,0.2081,0.2,17,6,0
TXN-0022632,1112,371,628.11,2025-08-24 17:45:00,NETBANKING,Grocery,1391,0,0.0814,Hyderabad,3.75,0,0,2,2485.12,0.253,0,0,0.3129,0.0,17,6,0
TXN-0022633,691,265,863.11,2025-08-24 18:00:00,CARD,Electronics,1620,0,0.0719,Pune,3.88,2,1,7,2380.35,0.363,0,0,0.1914,0.1429,18,6,0
TXN-0022634,1744,393,3073.28,2025-08-24 18:15:00,UPI,Grocery,1915,0,0.0722,Chennai,11.51,1,0,3,5706.77,0.539,0,0,0.2702,0.0,18,6,0
TXN-0022635,25,149,319.63,2025-08-24 18:30:00,UPI,Electronics,782,0,0.2269,Mumbai,5.64,1,2,10,1200.2,0.266,0,0,0.1186,0.2,18,6,0
TXN-0022636,71,117,5433.43,2025-08-24 18:45:00,UPI,Electronics,916,1,0.2354,Pune,12.87,0,0,2,3048.46,1.782,0,0,0.4772,0.0,18,6,1
TXN-0022637,933,270,7895.94,2025-08-24 19:00:00,WALLET,Grocery,2181,0,0.2549,Mumbai,7.3,0,3,5,1389.83,5.681,0,0,0.0361,0.6,19,6,1
TXN-0022638,3463,53,8242.18,2025-08-24 19:15:00,CARD,Healthcare,1741,0,0.1945,Bengaluru,9.62,1,1,3,1063.88,7.747,0,0,0.2853,0.3333,19,6,0
TXN-0022639,4073,383,2492.58,2025-08-24 19:30:00,CARD,Travel,365,0,0.1009,Mumbai,4.02,0,1,6,1094.3,2.278,0,0,0.4881,0.1667,19,6,0
TXN-0022640,1239,93,1173.5,2025-08-24 19:45:00,UPI,Travel,1073,0,0.0381,Bengaluru,1.17,1,3,9,909.82,1.29,0,0,0.0159,0.3333,19,6,0
TXN-0022641,3223,458,1252.77,2025-08-24 20:00:00,CARD,Fashion,79,0,0.0859,Pune,6.18,1,0,3,844.59,1.483,0,1,0.0659,0.0,20,6,0
TXN-0022642,1758,492,2399.22,2025-08-24 20:15:00,UPI,Electronics,1919,0,0.06,Chennai,1.16,0,2,7,540.16,4.442,0,0,0.3278,0.2857,20,6,0
TXN-0022643,2165,269,2049.04,2025-08-24 20:30:00,CARD,Travel,856,0,0.119,Chennai,0.34,0,0,1,1310.46,1.564,0,1,0.3404,0.0,20,6,0
TXN-0022644,1675,157,1230.68,2025-08-24 20:45:00,CARD,Grocery,1839,0,0.2909,Bengaluru,22.41,0,1,5,1015.84,1.211,1,0,0.2991,0.2,20,6,0
TXN-0022645,4458,170,8773.55,2025-08-24 21:00:00,UPI,Healthcare,2361,0,0.0961,Mumbai,6.52,0,2,10,856.77,10.24,0,0,0.3859,0.2,21,6,1
TXN-0022646,2560,215,1407.2,2025-08-24 21:15:00,UPI,Electronics,854,0,0.0113,Bengaluru,21.64,0,0,7,1654.98,0.85,0,1,0.1334,0.0,21,6,0
TXN-0022647,2532,240,7576.64,2025-08-24 21:30:00,UPI,Grocery,2474,0,0.0788,Bengaluru,10.19,0,1,6,3783.22,2.003,1,0,0.0068,0.1667,21,6,0
TXN-0022648,4299,38,1989.16,2025-08-24 21:45:00,CARD,Travel,894,0,0.2366,Pune,2.51,0,0,5,1368.59,1.453,0,1,0.2231,0.0,21,6,0
TXN-0022649,3287,99,1869.53,2025-08-24 22:00:00,CARD,Grocery,820,0,0.2225,Mumbai,9.44,1,1,6,1983.65,0.942,0,0,0.3053,0.1667,22,6,0
TXN-0022650,747,395,3021.73,2025-08-24 22:15:00,CARD,Grocery,2058,1,0.4079,Pune,11.46,0,1,9,554.46,5.45,0,0,0.3878,0.1111,22,6,1
TXN-0022651,944,27,2982.76,2025-08-24 22:30:00,CARD,Grocery,129,0,0.3696,Pune,12.04,0,0,2,2127.44,1.402,0,1,0.1617,0.0,22,6,0
TXN-0022652,1704,225,1557.73,2025-08-24 22:45:00,UPI,Electronics,1495,0,0.3685,Hyderabad,4.02,0,0,9,1723.7,0.904,1,0,0.4011,0.0,22,6,0
TXN-0022653,490,438,3166.01,2025-08-24 23:00:00,UPI,Healthcare,410,0,0.1122,Mumbai,13.63,0,0,2,934.0,3.39,1,1,0.2705,0.0,23,6,0
TXN-0022654,3461,44,3579.93,2025-08-24 23:15:00,CARD,Healthcare,1541,0,0.2941,Chennai,40.0,1,0,6,1312.92,2.727,0,1,0.1438,0.0,23,6,0
TXN-0022655,2477,463,9402.94,2025-08-24 23:30:00,UPI,Healthcare,693,0,0.2678,Chennai,0.37,1,1,4,917.66,10.247,0,0,0.0479,0.25,23,6,0
TXN-0022656,222,237,1933.06,2025-08-24 23:45:00,CARD,Grocery,2396,0,0.036,Bengaluru,22.97,0,0,6,1088.46,1.776,0,0,0.1941,0.0,23,6,0
TXN-0022657,2003,212,824.44,2025-08-25 00:00:00,CARD,Electronics,777,0,0.0693,Pune,0.42,0,2,6,469.8,1.755,0,0,0.1103,0.3333,0,0,0
TXN-0022658,4150,357,914.07,2025-08-25 00:15:00,UPI,Grocery,562,0,0.0063,Pune,4.76,1,0,5,3448.51,0.265,0,0,0.1206,0.0,0,0,0
TXN-0022659,4536,389,19215.33,2025-08-25 00:30:00,UPI,Gaming,1883,0,0.0234,Pune,1.28,0,1,3,1662.87,11.556,0,0,0.0011,0.3333,0,0,1
TXN-0022660,4810,237,274.72,2025-08-25 00:45:00,CARD,Fashion,1307,1,0.1565,Hyderabad,3.57,0,0,4,2666.89,0.103,0,0,0.2235,0.0,0,0,0
TXN-0022661,4613,42,547.64,2025-08-25 01:00:00,UPI,Fashion,1663,0,0.4038,Pune,10.91,0,2,5,1661.72,0.33,0,0,0.2578,0.4,1,0,0
TXN-0022662,3039,485,1847.35,2025-08-25 01:15:00,UPI,Travel,493,1,0.2198,Bengaluru,0.76,2,1,7,685.43,2.695,0,0,0.4688,0.1429,1,0,1
TXN-0022663,4636,5,973.02,2025-08-25 01:30:00,UPI,Grocery,665,0,0.0996,Mumbai,6.78,0,0,6,4844.37,0.201,0,1,0.1057,0.0,1,0,0
TXN-0022664,4783,436,4082.24,2025-08-25 01:45:00,UPI,Grocery,602,0,0.3212,Bengaluru,2.85,0,2,9,1392.24,2.932,0,0,0.1777,0.2222,1,0,0
TXN-0022665,3177,218,3740.42,2025-08-25 02:00:00,NETBANKING,Grocery,1877,0,0.1451,Pune,4.28,0,0,9,2773.81,1.348,0,0,0.2095,0.0,2,0,0
TXN-0022666,2066,258,1054.57,2025-08-25 02:15:00,UPI,Grocery,1524,0,0.1948,Mumbai,15.8,0,1,3,2803.15,0.376,0,0,0.1887,0.3333,2,0,0
